access_group_id,id,asset_id,set_type_code,set_type_size,found_in_api
6,MWCWBT,dbs-web,text_plain,NTP,no
6,MWCWBT,dbs-web,text_format,NTP,no
7,MWWHDVC2DA,dbp-prod,audio_drama,C,no
7,MWWHDVC2DA,dbp-prod,audio_drama,C,no
7,MWWHDVO2DA,dbp-prod,audio_drama,OT,no
7,MWWHDVO2DA,dbp-prod,audio_drama,OT,no
6,MXBMVR,dbs-web,text_format,NT,no
6,MXBMVR,dbs-web,text_plain,NT,no
6,MXPWBT,dbs-web,text_plain,NT,no
6,MXPWBT,dbs-web,text_format,NT,no
6,MXQTBL,dbs-web,text_plain,NT,no
6,MXQTBL,dbs-web,text_format,NT,no
6,MXTTBL,dbs-web,text_format,NT,no
6,MXTTBL,dbs-web,text_plain,NT,no
2,MYAOJV,dbp-prod,text_plain,NT,no
2,MYAOJV,dbp-prod,text_format,NT,no
7,MYEBSGN1DA,dbp-prod,audio,NT,no
7,MYEBSGN1DA,dbp-prod,audio,NT,no
7,MYEBSGN1DA16,dbp-prod,audio,NT,no
7,MYEBSGN1DA16,dbp-prod,audio,NT,no
7,MYEBSGN2DA,dbp-prod,audio_drama,NT,no
7,MYEBSGN2DA,dbp-prod,audio_drama,NT,no
7,MYEBSGN2DA16,dbp-prod,audio_drama,NT,no
7,MYEBSGN2DA16,dbp-prod,audio_drama,NT,no
6,MYKWBT,dbs-web,text_format,NTOTP,no
6,MYKWBT,dbs-web,text_plain,NT,no
6,MYUWBT,dbs-web,text_plain,NT,no
6,MYUWBT,dbs-web,text_format,NT,no
7,MYVIBTP2DV,dbp-vid,video_stream,NTP,no
7,MYVIBTP2DV,dbp-vid,video_stream,NTP,no
6,MYWPNG,dbs-web,text_plain,NT,no
6,MYWPNG,dbs-web,text_format,NT,no
6,MYYWBT,dbs-web,text_plain,NT,no
6,MYYWBT,dbs-web,text_format,NT,no
7,MZJSIM,dbp-prod,text_plain,NTPOTP,no
7,MZJSIM,dbp-prod,text_plain,NTPOTP,no
7,MZJSIM,dbp-prod,text_format,NTPOTP,no
7,MZJSIM,dbp-prod,text_format,NTPOTP,no
6,MZZWBT,dbs-web,text_plain,NTP,no
6,MZZWBT,dbs-web,text_format,NTP,no
6,NABWBT,dbs-web,text_format,NT,no
6,NABWBT,dbs-web,text_plain,NT,no
6,NAFTBL,dbs-web,text_plain,NT,no
6,NAFTBL,dbs-web,text_format,NT,no
7,NAHNVS,dbp-prod,text_plain,NT,no
7,NAHNVS,dbp-prod,text_plain,NT,no
7,NAHNVSN1DA,dbp-prod,audio,NT,no
7,NAHNVSN1DA,dbp-prod,audio,NT,no
6,NAKTBL,dbs-web,text_format,NT,no
6,NAKTBL,dbs-web,text_plain,NT,no
6,NASPNG,dbs-web,text_format,NT,no
6,NASPNG,dbs-web,text_plain,NTOTP,no
6,NBQWBT,dbs-web,text_plain,NTP,no
6,NBQWBT,dbs-web,text_format,NTP,no
6,NCAWBT,dbs-web,text_plain,NT,no
6,NCAWBT,dbs-web,text_format,NT,no
6,NCHTBL,dbs-web,text_format,C,no
6,NCHTBL,dbs-web,text_plain,NT,no
6,NCJTBL,dbs-web,text_format,NT,no
6,NCJTBL,dbs-web,text_plain,NT,no
6,NCLTBL,dbs-web,text_plain,NT,no
6,NCLTBL,dbs-web,text_format,NT,no
6,NCUWBT,dbs-web,text_plain,NT,no
6,NCUWBT,dbs-web,text_format,NT,no
6,NEPERV,dbs-web,text_format,C,no
6,NEPERV,dbs-web,text_plain,C,no
6,NFAUBB,dbs-web,text_plain,NTOTP,no
6,NFAUBB,dbs-web,text_format,NTOTP,no
6,NGUTBL,dbs-web,text_plain,NT,no
6,NGUTBL,dbs-web,text_format,NT,no
6,NHETBL,dbs-web,text_format,C,no
6,NHETBL,dbs-web,text_plain,C,no
6,NHEWBT,dbs-web,text_format,NT,no
6,NHEWBT,dbs-web,text_plain,NT,no
6,NHGWBT,dbs-web,text_plain,NT,no
6,NHGWBT,dbs-web,text_format,NT,no
6,NHIWBT,dbs-web,text_plain,NT,no
6,NHIWBT,dbs-web,text_format,NT,no
6,NHOTCT,dbs-web,text_plain,NT,no
6,NHOTCT,dbs-web,text_format,NT,no
6,NHRBSB,dbs-web,text_plain,NT,no
6,NHRBSB,dbs-web,text_format,NT,no
6,NHUWBT,dbs-web,text_format,NT,no
6,NHUWBT,dbs-web,text_plain,NT,no
6,NHWTBL,dbs-web,text_format,C,no
6,NHWTBL,dbs-web,text_plain,NT,no
6,NHYTBL,dbs-web,text_plain,NT,no
6,NHYTBL,dbs-web,text_format,NT,no
6,NIFWBT,dbs-web,text_plain,NTP,no
6,NIFWBT,dbs-web,text_format,NTP,no
6,NIITBL,dbs-web,text_format,NT,no
6,NIITBL,dbs-web,text_plain,NT,no
6,NINWBT,dbs-web,text_format,NT,no
6,NINWBT,dbs-web,text_plain,NT,no
7,NJHCLVN2DA,dbp-prod,audio_drama,NT,no
7,NJHCLVN2DA,dbp-prod,audio_drama,NT,no
7,NJOCLVN2DA,dbp-prod,audio_drama,NT,no
7,NJOCLVN2DA,dbp-prod,audio_drama,NT,no
6,NKOWBT,dbs-web,text_format,NT,no
6,NKOWBT,dbs-web,text_plain,NT,no
2,NLDDSV,dbp-prod,text_plain,C,no
6,NMWSWB,dbs-web,text_plain,NTP,no
6,NMWSWB,dbs-web,text_format,NTP,no
7,NNHABC,dbp-prod,text_plain,NT,no
7,NNHABC,dbp-prod,text_plain,NT,no
6,NOAWBE,dbs-web,text_plain,NT,no
6,NOAWBE,dbs-web,text_format,NT,no
6,NOAWBT,dbs-web,text_format,NT,no
6,NOAWBT,dbs-web,text_plain,NT,no
6,NOGIBT,dbs-web,text_plain,NT,no
6,NOGIBT,dbs-web,text_format,NTOTP,no
6,NOPNTT,dbs-web,text_plain,NTOTP,no
6,NOPNTT,dbs-web,text_format,NTOTP,no
2,NORNBS,dbp-prod,text_plain,C,no
2,NORNBS,dbp-prod,text_format,C,no
6,NOTWBT,dbs-web,text_plain,NT,no
6,NOTWBT,dbs-web,text_format,NT,no
6,NOUTBL,dbs-web,text_plain,NT,no
6,NOUTBL,dbs-web,text_format,NT,no
6,NPLWYI,dbs-web,text_format,NT,no
6,NPLWYI,dbs-web,text_plain,NT,no
7,NSMCLVN2DA,dbp-prod,audio_drama,NT,no
7,NSMCLVN2DA,dbp-prod,audio_drama,NT,no
6,NSNWBT,dbs-web,text_plain,NT,no
6,NSNWBT,dbs-web,text_format,NT,no
7,NSOBSAN2DA,dbp-prod,audio_drama,NT,no
7,NSOBSAN2DA,dbp-prod,audio_drama,NT,no
6,NSSGAN,dbs-web,text_format,NTPOTP,no
6,NSSGAN,dbs-web,text_plain,NTPOTP,no
7,NSUWBTP1DA,dbp-prod,audio,NTP,no
7,NSUWBTP1DA,dbp-prod,audio,NTP,no
6,NTPTBL,dbs-web,text_plain,NT,no
6,NTPTBL,dbs-web,text_format,NT,no
6,NVMWBT,dbs-web,text_plain,NT,no
6,NVMWBT,dbs-web,text_format,NT,no
7,NWIWBT,dbp-prod,text_plain,NT,no
7,NWIWBT,dbp-prod,text_plain,NT,no
6,NWIWBT,dbs-web,text_plain,NT,no
6,NWIWBT,dbs-web,text_format,NT,no
7,NYFBTLP2DV,dbp-vid,video_stream,NTP,no
7,NYFBTLP2DV,dbp-vid,video_stream,NTP,no
7,NYNBSUP2DV,dbp-vid,video_stream,NTP,no
7,NYNBSUP2DV,dbp-vid,video_stream,NTP,no
6,NYUWBT,dbs-web,text_plain,NTPOTP,no
6,NYUWBT,dbs-web,text_format,NTPOTP,no
7,NZEUBSN1DA,dbp-prod,audio,NT,no
7,NZEUBSN1DA,dbp-prod,audio,NT,no
7,NZIBSGP2DV,dbp-vid,video_stream,NTP,no
7,NZIBSGP2DV,dbp-vid,video_stream,NTP,no
6,OBOWBT,dbs-web,text_plain,NT,no
6,OBOWBT,dbs-web,text_format,NT,no
6,OKVWBT,dbs-web,text_format,NT,no
6,OKVWBT,dbs-web,text_plain,NT,no
7,OM1TBL,dbp-prod,text_plain,NT,no
7,OM1TBL,dbp-prod,text_plain,NT,no
6,OMWAAT,dbs-web,text_plain,NTP,no
6,OMWAAT,dbs-web,text_format,NTP,no
6,OMWVEQ,dbs-web,text_plain,NTP,no
6,OMWVEQ,dbs-web,text_format,NTP,no
6,OMWWBT,dbs-web,text_format,NT,no
6,OMWWBT,dbs-web,text_plain,NT,no
7,ONBNVS,dbp-prod,text_plain,NTP,no
7,ONBNVS,dbp-prod,text_plain,NTP,no
7,ONBNVS,dbp-prod,text_format,NTP,no
7,ONBNVS,dbp-prod,text_format,NTP,no
7,ONBNVSP1DA,dbp-prod,audio,NTPOTP,no
7,ONBNVSP1DA,dbp-prod,audio,NTPOTP,no
7,ONBNVSP2DA,dbp-prod,audio_drama,NTPOTP,no
7,ONBNVSP2DA,dbp-prod,audio_drama,NTPOTP,no
6,ONGTBL,dbs-web,text_plain,NT,no
6,ONGTBL,dbs-web,text_format,NT,no
6,ONSONT,dbs-web,text_format,NT,no
6,ONSONT,dbs-web,text_plain,NT,no
6,OODTBL,dbs-web,text_plain,NT,no
6,OODTBL,dbs-web,text_format,NT,no
6,OPMTBL,dbs-web,text_format,NT,no
6,OPMTBL,dbs-web,text_plain,NT,no
6,ORIERV,dbs-web,text_plain,C,no
6,ORIERV,dbs-web,text_format,C,no
6,ORIOOB,dbs-web,text_plain,NTP,no
6,ORIOOB,dbs-web,text_format,NTP,no
7,ORYBSIN2DA,dbp-prod,audio_drama,NT,no
7,ORYBSIN2DA,dbp-prod,audio_drama,NT,no
6,OSSIBT,dbs-web,text_format,NTOTP,no
6,OSSIBT,dbs-web,text_plain,NT,no
7,OTDLAI,dbp-prod,text_format,NT,no
7,OTDLAI,dbp-prod,text_plain,NT,no
7,OTDLAI,dbp-prod,text_plain,NT,no
7,OTDLAI,dbp-prod,text_format,NT,no
6,OTETBL,dbs-web,text_plain,NT,no
6,OTETBL,dbs-web,text_format,NT,no
6,OTMWBT,dbs-web,text_format,NT,no
6,OTMWBT,dbs-web,text_plain,NT,no
6,OTNWBT,dbs-web,text_format,NT,no
6,OTNWBT,dbs-web,text_plain,NT,no
6,OTQTBL,dbs-web,text_plain,NT,no
6,OTQTBL,dbs-web,text_format,NT,no
6,OTSWBT,dbs-web,text_format,NT,no
6,OTSWBT,dbs-web,text_plain,NT,no
6,PABTBL,dbs-web,text_format,NT,no
6,PABTBL,dbs-web,text_plain,NT,no
6,PADWBT,dbs-web,text_plain,NT,no
6,PADWBT,dbs-web,text_format,NT,no
6,PAHTBL,dbs-web,text_plain,NT,no
6,PAHTBL,dbs-web,text_format,NT,no
6,PANERV,dbs-web,text_format,C,no
6,PANERV,dbs-web,text_plain,C,no
7,PANOVVN2DA,dbp-prod,audio_drama,NT,no
7,PANOVVN2DA,dbp-prod,audio_drama,NT,no
7,PANOVVN2DA16,dbp-prod,audio_drama,NT,no
7,PANOVVN2DA16,dbp-prod,audio_drama,NT,no
6,PAONAB,dbs-web,text_format,NT,no
6,PAONAB,dbs-web,text_plain,NT,no
2,PAPTBLN1DA,dbp-prod,audio,NT,no
7,PAUUBSP2DV,dbp-vid,video_stream,NTP,no
7,PAUUBSP2DV,dbp-vid,video_stream,NTP,no
2,PESOPV,dbs-web,text_format,NTOTP,no
2,PESOPV,dbs-web,text_plain,NTOTP,no
6,PIBWBT,dbs-web,text_plain,NT,no
6,PIBWBT,dbs-web,text_format,NT,no
6,PIOWBT,dbs-web,text_plain,NT,no
6,PIOWBT,dbs-web,text_format,NT,no
6,PIRWBT,dbs-web,text_plain,NT,no
6,PIRWBT,dbs-web,text_format,NT,no
7,PKBBTLP2DV,dbp-vid,video_stream,NTP,no
7,PKBBTLP2DV,dbp-vid,video_stream,NTP,no
6,PLSWBT,dbs-web,text_format,NT,no
6,PLSWBT,dbs-web,text_plain,NT,no
6,PLUWBT,dbs-web,text_plain,NT,no
6,PLUWBT,dbs-web,text_format,NT,no
6,PMAWBT,dbs-web,text_format,NTOTP,no
6,PMAWBT,dbs-web,text_plain,NTOTP,no
6,PNBOUB,dbs-web,text_plain,NT,no
6,PNBOUB,dbs-web,text_format,NT,no
6,PNBPOV,dbs-web,text_format,C,no
6,PNBPOV,dbs-web,text_plain,C,no
6,POETBL,dbs-web,text_plain,NT,no
6,POETBL,dbs-web,text_format,NT,no
7,POETBL,dbp-prod,text_plain,NT,no
7,POETBL,dbp-prod,text_plain,NT,no
7,POETBLP1DA,dbp-prod,audio,NTP,no
7,POETBLP1DA,dbp-prod,audio,NTP,no
6,POHBSG,dbs-web,text_format,NT,no
6,POHBSG,dbs-web,text_plain,NT,no
6,POIWBT,dbs-web,text_plain,NT,no
6,POIWBT,dbs-web,text_format,NT,no
2,POLPBG,dbp-prod,text_plain,C,no
7,POLUBG,dbp-prod,text_plain,NT,no
7,POLUBG,dbp-prod,text_plain,NT,no
2,PONPJA,dbs-web,text_format,NTOTP,no
2,PONPJA,dbs-web,text_plain,NTOTP,no
2,PONPSA,dbs-web,text_plain,NTOTP,no
2,PONPSA,dbs-web,text_format,NTOTP,no
6,PONSSP,dbs-web,text_plain,C,no
6,PONSSP,dbs-web,text_format,C,no
6,PORERV,dbs-web,text_format,C,no
6,PORERV,dbs-web,text_plain,C,no
2,PORFAA,dbp-prod,text_plain,C,no
6,POYPNT,dbs-web,text_format,NT,no
6,POYPNT,dbs-web,text_plain,NT,no
6,PPOYKS,dbs-web,text_plain,NT,no
6,PPOYKS,dbs-web,text_format,NT,no
6,PRFWBT,dbs-web,text_plain,NT,no
6,PRFWBT,dbs-web,text_format,NT,no
6,PRIWBT,dbs-web,text_plain,NT,no
6,PRIWBT,dbs-web,text_format,NT,no
7,PSSBIV,dbp-prod,text_plain,NT,no
7,PSSBIV,dbp-prod,text_plain,NT,no
6,PTPWBT,dbs-web,text_format,NT,no
6,PTPWBT,dbs-web,text_plain,NT,no
6,PTULAI,dbs-web,text_plain,NTOTP,no
6,PTULAI,dbs-web,text_format,NTOTP,no
7,PUISMVP2DV,dbp-vid,video_stream,NTP,no
7,PUISMVP2DV,dbp-vid,video_stream,NTP,no
7,PUUBSGN1DA,dbp-prod,audio,NT,no
7,PUUBSGN1DA,dbp-prod,audio,NT,no
7,PUUBSGN1DA16,dbp-prod,audio,NT,no
7,PUUBSGN1DA16,dbp-prod,audio,NT,no
7,PUUBSGN2DA,dbp-prod,audio_drama,NT,no
7,PUUBSGN2DA,dbp-prod,audio_drama,NT,no
7,PUUBSGN2DA16,dbp-prod,audio_drama,NT,no
7,PUUBSGN2DA16,dbp-prod,audio_drama,NT,no
6,PWGWBT,dbs-web,text_format,NT,no
6,PWGWBT,dbs-web,text_plain,NT,no
6,QUBPBS,dbs-web,text_format,C,no
6,QUBPBS,dbs-web,text_plain,NT,no
6,QUCWBT,dbs-web,text_format,NT,no
6,QUCWBT,dbs-web,text_plain,NT,no
6,QUCXIBS,dbs-web,text_format,NT,no
6,QUCXIBS,dbs-web,text_plain,NT,no
6,QUFLLB,dbs-web,text_plain,NT,no
6,QUFLLB,dbs-web,text_format,NT,no
6,QUHSBB,dbs-web,text_plain,C,no
6,QUHSBB,dbs-web,text_format,NT,no
6,QULSBB,dbs-web,text_plain,NT,no
6,QULSBB,dbs-web,text_format,NT,no
6,QUPTBL,dbs-web,text_plain,NT,no
6,QUPTBL,dbs-web,text_format,NT,no
2,QUWHLE,dbp-prod,text_plain,NT,yes
6,QVCTBL,dbs-web,text_format,NT,no
6,QVCTBL,dbs-web,text_plain,NT,no
6,QVETBL,dbs-web,text_plain,NT,no
6,QVETBL,dbs-web,text_format,NT,no
6,QVHLLB,dbs-web,text_format,NT,no
6,QVHLLB,dbs-web,text_plain,NT,no
6,QVMTBL,dbs-web,text_format,NT,no
6,QVMTBL,dbs-web,text_plain,NT,no
6,QVNLLB,dbs-web,text_format,NT,no
6,QVNLLB,dbs-web,text_plain,NT,no
6,QVSTBL,dbs-web,text_format,NT,no
6,QVSTBL,dbs-web,text_plain,NT,no
6,QVWTBL,dbs-web,text_format,NT,no
6,QVWTBL,dbs-web,text_plain,NT,no
6,QVZWBT,dbs-web,text_plain,NT,no
6,QVZWBT,dbs-web,text_format,NT,no
6,QWHLLB,dbs-web,text_format,NT,no
6,QWHLLB,dbs-web,text_plain,NT,no
6,QXHWBT,dbs-web,text_plain,NT,no
6,QXHWBT,dbs-web,text_format,NT,no
7,QXLQSVP2DV,dbp-vid,video_stream,NTP,no
7,QXLQSVP2DV,dbp-vid,video_stream,NTP,no
6,QXNWBT,dbs-web,text_plain,NT,no
6,QXNWBT,dbs-web,text_format,NT,no
6,QXOLLB,dbs-web,text_plain,NT,no
6,QXOLLB,dbs-web,text_format,NT,no
6,RAITBL,dbs-web,text_plain,NT,no
6,RAITBL,dbs-web,text_format,NT,no
6,RGUUBB,dbs-web,text_plain,NTPOTP,no
6,RGUUBB,dbs-web,text_format,NTPOTP,no
6,RKBWBT,dbs-web,text_plain,NT,no
6,RKBWBT,dbs-web,text_format,NT,no
6,RMQLUK,dbs-web,text_plain,NTP,no
7,RONC28,dbp-prod,text_plain,C,no
7,RONC28,dbp-prod,text_plain,C,no
6,RONERV,dbs-web,text_plain,NTP,no
6,RONERV,dbs-web,text_format,NTP,no
7,RONROB,dbp-prod,text_plain,C,no
7,RONROB,dbp-prod,text_plain,C,no
6,ROOWBT,dbs-web,text_format,NT,no
6,ROOWBT,dbs-web,text_plain,NT,no
6,ROWUBB,dbs-web,text_format,NTOTP,no
6,ROWUBB,dbs-web,text_plain,NTOTP,no
6,RROPNG,dbs-web,text_format,NT,no
6,RROPNG,dbs-web,text_plain,NT,no
7,RUAICG,dbp-prod,text_format,NTP,no
7,RUAICG,dbp-prod,text_format,NTP,no
7,RUAICG,dbp-prod,text_plain,NTP,no
7,RUAICG,dbp-prod,text_plain,NTP,no
6,RUFPWW,dbs-web,text_plain,NT,no
6,RUFPWW,dbs-web,text_format,NT,no
7,RUSBIBN1DA,dbp-prod,audio,NT,no
7,RUSBIBN1DA,dbp-prod,audio,NT,no
7,RUSBIBN1DA16,dbp-prod,audio,NT,no
7,RUSBIBN1DA16,dbp-prod,audio,NT,no
6,RUSERV,dbs-web,text_plain,C,no
6,RUSERV,dbs-web,text_format,C,no
7,RUSIBSP2DV,dbp-vid,video_stream,NTP,no
7,RUSIBSP2DV,dbp-vid,video_stream,NTP,no
2,RUSS76,dbs-web,text_plain,C,no
2,RUSS76,dbp-prod,text_plain,C,no
2,RUSS76,dbs-web,text_format,C,no
7,RUSSVR,dbp-prod,text_plain,NT,no
7,RUSSVR,dbp-prod,text_plain,NT,no
7,RUSSVRN1DA,dbp-prod,audio,NT,no
7,RUSSVRN1DA,dbp-prod,audio,NT,no
6,RWOKAR,dbs-web,text_format,NT,no
6,RWOKAR,dbs-web,text_plain,NT,no
6,RWOWBT,dbs-web,text_format,NTP,no
6,RWOWBT,dbs-web,text_plain,NT,no
6,SABWBT,dbs-web,text_plain,NT,no
6,SABWBT,dbs-web,text_format,NT,no
7,SACWBTP2DA,dbp-prod,audio_drama,NTPOTP,no
7,SACWBTP2DA,dbp-prod,audio_drama,NTPOTP,no
6,SAHIBT,dbs-web,text_format,NT,no
6,SAHIBT,dbs-web,text_plain,NT,no
7,SATBSIN2DA,dbp-prod,audio_drama,NT,no
7,SATBSIN2DA,dbp-prod,audio_drama,NT,no
6,SBEWBT,dbs-web,text_plain,NTP,no
6,SBEWBT,dbs-web,text_format,NTP,no
6,SEHWBT,dbs-web,text_format,NTP,no
6,SEHWBT,dbs-web,text_plain,NTP,no
6,SEYWBT,dbs-web,text_format,NT,no
6,SEYWBT,dbs-web,text_plain,NT,no
6,SGBTBL,dbs-web,text_format,NT,no
6,SGBTBL,dbs-web,text_plain,NT,no
6,SGZWBT,dbs-web,text_plain,NT,no
6,SGZWBT,dbs-web,text_format,NT,no
6,SHPTBL,dbs-web,text_format,NTOTP,no
6,SHPTBL,dbs-web,text_plain,NTOTP,no
6,SIGWBT,dbs-web,text_plain,NT,no
6,SIGWBT,dbs-web,text_format,NT,no
6,SIMPNG,dbs-web,text_plain,NT,no
6,SIMPNG,dbs-web,text_format,NT,no
6,SJATBL,dbs-web,text_format,NT,no
6,SJATBL,dbs-web,text_plain,NT,no
7,SJPSTYS1DA,dbp-prod,audio,S,no
7,SJPSTYS1DA,dbp-prod,audio,S,no
7,SKNNVSP1DA,dbp-prod,audio,NTPOTP,no
7,SKNNVSP1DA,dbp-prod,audio,NTPOTP,no
7,SKNNVSP2DA,dbp-prod,audio_drama,NTPOTP,no
7,SKNNVSP2DA,dbp-prod,audio_drama,NTPOTP,no
7,SKNNVSP2DA16,dbp-prod,audio_drama,NTPOTP,no
7,SKNNVSP2DA16,dbp-prod,audio_drama,NTPOTP,no
6,SLLTBL,dbs-web,text_format,NT,no
6,SLLTBL,dbs-web,text_plain,NT,no
6,SMKWBT,dbs-web,text_format,NT,no
6,SMKWBT,dbs-web,text_plain,NT,no
7,SNABSZN2DA,dbp-prod,audio_drama,NT,no
7,SNABSZN2DA,dbp-prod,audio_drama,NT,no
6,SNCPNG,dbs-web,text_format,NT,no
6,SNCPNG,dbs-web,text_plain,NT,no
6,SNNWBT,dbs-web,text_format,NT,no
6,SNNWBT,dbs-web,text_plain,NT,no
6,SNPSLV,dbs-web,text_format,NT,no
6,SNPSLV,dbs-web,text_plain,NT,no
6,SNPWBT,dbs-web,text_plain,NT,no
6,SNPWBT,dbs-web,text_format,NT,no
6,SNYWBT,dbs-web,text_plain,NT,no
6,SNYWBT,dbs-web,text_format,NT,no
7,SOMM20,dbp-prod,text_plain,C,no
7,SOMM20,dbp-prod,text_plain,C,no
6,SOMSIM,dbs-web,text_format,C,no
6,SOMSIM,dbs-web,text_plain,C,no
6,SOQWBT,dbs-web,text_plain,NT,no
6,SOQWBT,dbs-web,text_format,NTOTP,no
7,SOTBSAN2DA,dbp-prod,audio_drama,NT,no
7,SOTBSAN2DA,dbp-prod,audio_drama,NT,no
6,SOYSIM,dbs-web,text_plain,NT,no
6,SOYSIM,dbs-web,text_format,NT,no
7,SPANVIP2DV,dbp-vid,video_stream,NTP,no
7,SPANVIP2DV,dbp-vid,video_stream,NTP,no
2,SPARV09,dbs-web,text_plain,C,no
2,SPARV09,dbs-web,text_format,C,no
6,SPLWBT,dbs-web,text_plain,NT,no
6,SPLWBT,dbs-web,text_format,NT,no
7,SPNPDT,dbp-prod,text_plain,C,no
7,SPNPDT,dbp-prod,text_plain,C,no
2,SPNR02,dbp-prod,text_plain,C,no
2,SPNRVC,dbp-prod,text_plain,C,no
2,SPNRVC,dbp-prod,text_format,C,no
2,SPNSEV,dbp-prod,text_plain,C,no
6,SPPTBL,dbs-web,text_plain,NT,no
6,SPPTBL,dbs-web,text_format,NTOTP,no
6,SPSWBT,dbs-web,text_plain,NT,no
6,SPSWBT,dbs-web,text_format,NTOTP,no
6,SPYWBT,dbs-web,text_plain,NTOTP,no
6,SPYWBT,dbs-web,text_format,NT,no
7,SRBBSIN2DA,dbp-prod,audio_drama,NT,no
7,SRBBSIN2DA,dbp-prod,audio_drama,NT,no
6,SRIWBT,dbs-web,text_plain,NT,no
6,SRIWBT,dbs-web,text_format,NT,no
6,SRMWBT,dbs-web,text_plain,NT,no
6,SRMWBT,dbs-web,text_format,NT,no
6,SRNBSS,dbs-web,text_plain,NT,no
6,SRNBSS,dbs-web,text_format,NT,no
6,SRPERV,dbs-web,text_format,C,no
6,SRPERV,dbs-web,text_plain,C,no
6,SSDWBT,dbs-web,text_format,NTOTP,no
6,SSDWBT,dbs-web,text_plain,NTOTP,no
6,SSGWBT,dbs-web,text_format,NT,no
6,SSGWBT,dbs-web,text_plain,NT,no
6,SSXPNG,dbs-web,text_format,NTOTP,no
6,SSXPNG,dbs-web,text_plain,NTOTP,no
6,STPTBL,dbs-web,text_format,NT,no
6,STPTBL,dbs-web,text_plain,NT,no
7,SUACLV,dbp-prod,text_plain,NT,no
7,SUACLV,dbp-prod,text_plain,NT,no
7,SUACLVN2DA,dbp-prod,audio_drama,NT,no
7,SUACLVN2DA,dbp-prod,audio_drama,NT,no
6,SUATBL,dbs-web,text_plain,NT,no
6,SUATBL,dbs-web,text_format,NT,no
6,SUEWBT,dbs-web,text_plain,NT,no
6,SUEWBT,dbs-web,text_format,NT,no
6,SUSAPB,dbs-web,text_plain,NTOTP,no
6,SUSAPB,dbs-web,text_format,NTOTP,no
6,SUSPBT,dbs-web,text_format,NT,no
